user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|评论时间|comment
user|来源|认为有用人数|类型|comment
猜来猜去|比亚迪论坛|1947|好评|空调反应快，够凉。
猜来猜去|比亚迪论坛|1939|差评|贮物盒上方的面板有缝隙，不太满意。
猜来猜去|比亚迪论坛|1942|好评|提速较快，动力充足。
猜来猜去|比亚迪论坛|1936|好评|发动机在不开空调时声音很小，在车内几乎听不到，但加油时略有震荡感。
猜来猜去|比亚迪论坛|1951|差评|倒车雷达老响，太灵敏了。
猜来猜去|比亚迪论坛|1944|差评|左边雨刮器向上微翘，刮不太到位。
猜来猜去|比亚迪论坛|1948|好评|晚上停车后前灯延时熄灭。
猜来猜去|比亚迪论坛|1943|好评|安全带、车门、手刹提醒。
猜来猜去|比亚迪论坛|1936|好评|档位上方晚上有一束光正对着照下来，对我这样的新手很适用。
猜来猜去|比亚迪论坛|1941|好评|仪表显示屏清晰，爽目。
猜来猜去|比亚迪论坛|1941|中评|贮物盒虽有缝隙，但基本上可以接受，比三月份出厂的好一点。
流逛|比亚迪论坛|314|差评|但就在最近，经常遇到防盗器锁死现象，就是遥控失灵，打不着车，车内防盗器灯显示长亮。这个时候就得把电池的正极给拆了，放放电，再安上就好了，好的时候要2分钟，不好的时候要十几分钟，反正现在是我的车一停在外面，我就担心，每次都会锁死，只要天热，停在户外，那就跑不了
秋雨樱花|比亚迪论坛|1021|好评|清洗发动机机油仓，进气道维护，感觉动力明显提升。
秋雨樱花|比亚迪论坛|1032|好评|发动机声音也小了。
秋雨樱花|比亚迪论坛|1028|差评|不过油耗有点高，现在9.5升左右。
bjlijing|比亚迪论坛|497|好评|等首保过后，我也熟悉小3各项操作了，油耗逐渐稳定下来了，一直到现在都保持7个多一点点，让我非常满意。（
bjlijing|比亚迪论坛|495|好评|上高速的话，小3的噪音也让我满意，虽然我不知道你们的标准是什么，但我的小3风噪和胎噪从没让我觉得心烦过。
滇B亚迪|比亚迪论坛|1118|好评|这车大气的外观还是有一定吸引眼球的能力的
滇B亚迪|比亚迪论坛|1120|差评|突然间发现发动机故障灯一直亮着，什么问题？电话问JS，答：转速表没有装好
滇B亚迪|比亚迪论坛|1103|差评|关门要用力
滇B亚迪|比亚迪论坛|1106|差评|第二天下雨右雨刷跳动
夜空另一边|比亚迪论坛|1120|好评|今天跑了趟太原，来回550公里上高速前加满，回来后在原加油站再加满共加30升，算了一下大约百公里5.5升，这是我开F3以来的最低油耗了，真没想到！
wench2008|比亚迪论坛|201|好评|我的小3是黑色的，黑色的显得大气点（我这人向来爱面子，哈哈），
钓鱼的鱼|比亚迪论坛|915|差评|一点也不省油！都是托！无耻！新车1500KM,本来8.5-9个前1000KM结果前些天去4s修转向灯，结果搞什么免费检测，看他们搞了一翻结果就成10L/100KM简直！！！！我加满油跑260公里，再次加满加了26.5公升？！真是不可思议。从没小于9个！！！！
无门派|比亚迪论坛|243|好评| 离地间隙高，车身稍短于三箱，适合城市越野与泊车，即使在乡村公路也不会刮擦底盘
无门派|比亚迪论坛|236|好评|1705mm的车宽相对较舒适，后座可放倒，完全可以装进像电冰箱大小的物件
无门派|比亚迪论坛|237|差评|195/60R15车轮，抓地与制动性能均较好
无门派|比亚迪论坛|239|差评|档位紧，有一朋友开完后，丢下一句话“像个红花妹子”，现在好些了，新车估计都差不多，再说一保还未做
无门派|比亚迪论坛|246|好评| 自发光仪表很适合，傍晚不用开车灯都能让仪表数据清晰显现
无门派|比亚迪论坛|253|好评|车坐较高，再加上高离地间隙使得视野很开阔，避免超车或狭窄道路通行时纯靠判断来完成
无门派|比亚迪论坛|237|好评|空调效果特别好，一般情况本人不敢将空调档位调到2，那样会很快让你全身起鸡皮疙瘩
无门派|比亚迪论坛|251|差评| 雨刮器左部未刮到头，至使有3-5CM左右的未刮区，雨天有些影响视野
无门派|比亚迪论坛|255|中评|隔音与音响效果相对凯越稍差些，比其它同档次的车要好
无门派|比亚迪论坛|244|好评|离合器便硬
无门派|比亚迪论坛|246|好评|油门较灵
无门派|比亚迪论坛|236|好评|配备ABS的脚踏制动器性能较佳
无门派|比亚迪论坛|243|差评| 电动车窗工艺需加强，建议在遮阳板上加面镜子，坐我车的女士想化妆都是把车内后视镜掰去，不方便
无门派|比亚迪论坛|245|差评|驾驶座设计不太人性化，开久了有些累，到现在为止，本人还没找到一个舒服的位置，建议增加上下调节，不仅是前后
无门派|比亚迪论坛|242|好评|中央扶手很实用
无门派|比亚迪论坛|248|好评|后阅读灯很亮
无门派|比亚迪论坛|253|好评|后座空间较宽、舒适，虽然是两箱车，但后备箱空间比一般两箱车空间大
无门派|比亚迪论坛|256|中评|油耗偏高，700元/5.24元约等于134升，行驶1450KM。。。百公里油耗大约为9.2升，但愿一保后会降到8以下。
无门派|比亚迪论坛|246|好评|这种价位的车还带两个安全气囊、ABS、EBD
璀璨2008|比亚迪论坛|948|中评|2天跑了45公里 感觉车的静音可以 不过没高速试过  都在市区里开的
璀璨2008|比亚迪论坛|954|中评|加了100元93号油  到现在降了2个小格...具体油耗还没算出 
璀璨2008|比亚迪论坛|943|差评|就是感觉换2档急加速的时候车有点抖  脚下的感觉很明显  换上3档的时候就好些 60KM左右就没在出现···
璀璨2008|比亚迪论坛|940|差评|还有漆很软 工艺一般
fzp0713|比亚迪论坛|553|差评|感觉发动机噪声挺大，尤其是速度起来以后没有择空档，光收油。发动机声特大，想要爆炸使得直响
fzp0713|比亚迪论坛|564|好评|好在小三底盘高没怎么肯底盘
qywzz|比亚迪论坛|1462|差评|在购车的前四个月，小问题一大堆就出来了，如雨刮异响，刮不清；门关不紧；前排左右玻璃升降上下不了；车内后视镜方向指示灯失灵；车子行驶右偏等等，1年下来，这类小问题修了又修，把我烦透了。2、在购车四个月后，也是最令我痛心的是：A：前大灯外壳全部硅裂，严重影响灯光亮度及车体外观，刚发现时4S店师傅说正常，没有处理，到严重时4S店又说本车行驶公里数过了免费更换期；B：排烟管异响，4S检查后说排烟管穿孔，给更换了一条，当时发现与原车的不一样，4S店师傅说更换的配件都是这样的，后来又发现同时的异响（已多次向4S店说明），由于不大影响行车，也就不了了之；
qywzz|比亚迪论坛|1458|差评|水箱冷冻水消耗严重，我的车在行驶大半年后，发现冷冻水每隔1个月左右就会从冷冻水箱的上限线降到下限线，4S店多次检查，包括收紧了各种喉管以及更换水箱盖，但结果还是没有解决，到现在还是不了了之；E:中控问题:车子有一天载着一车同事出去,刚发动车子不久,再从车里传来一阵焦味,紧跟着冒出一股白烟，赶紧息火，同事蜂拥而下，后检查，是门窗总控发出的白烟，重启动车子，白烟又出现，而且按动玻璃按扭玻璃没有反映。后打给4S店前来检修，更换了中控件才没有事。
qywzz|比亚迪论坛|1465|差评|引擎温度过高，我买车后不久就发现我的车总是频繁起动风扇，后来与我单位的几台车并排在一起对比，这个结果就相当明显，车内水温仪表指针行车时一般指向中间，起动风扇的一瞬间指针指向水温仪表刻度的四分之三偏上。平时行车过程中在总是感觉阵阵的热浪涌入车内。
qywzz|比亚迪论坛|1453|差评|仪表盘的问题，买车后头一个月，就发现水温表在打空调的外循环时，指针会突然打到满刻度，但这个情况后来很少发现，在4S店测试也没有出现。而油表在装满油后行驶到三百多公里后就会亮，实际上亮灯后还可以行使一两百公里（一般在行驶五百公里后加油都在38到40升以内）。后来在行车过程中又发现停车后（车是启动的），用脚踩剂车时转速仪表会自动一上一下，这个情况在后来也没有再发生过，在4S店也没有检测出来。再后来，在行车遇红灯停下后（车是启动的），发现转速表会自动一上一下，这时我没有踩油门，这个情况在外来发现过几次，到4S店用电脑检测后未发现异常。
qywzz|比亚迪论坛|1456|差评|最后一个，也是最严重的、最不得不让我写这封信的问题:今天是五一节，晚上开车在路上跑，突然发现仪表盘上的告警灯全都亮起来（包括引擎灯、ABS灯、手剂灯），立刻靠边停车，打开车买盖检查，表面未发现异常，重新启动车子，告警灯又出现，出现异味，息车再检查，无异常，再启动，告警出现，挂档加油，转速仪表指针一上一下，油门一高一低，车子行驶无力，而且随油门一下一下抖动，时儿可行进时儿加油不走。
喜羊羊666|比亚迪论坛|675|好评|3天前,把一铁门哐的一声撞开了(当时是从不够一车宽度撞成足够2车通行),主要是耍了通宵,自以为能过,精力不集中啊.左边又黑乎乎地黑了4个手掌那么大的一片,昨天去一汽车美容连锁店,准备叫他们代我报保险,然后把漆做了.主办保险的人说我撞门的这个痕迹不好报,因为那个大门以前漆过绿色,痕迹看上去就像和"租儿"撞的,就准备用粗蜡把油漆擦掉,再拍照报保险.结果奇迹出现了,保险杠两侧的痕迹都看不出来了,油漆根本没伤到!
appleqpp|比亚迪论坛|173|差评|但是一档起步发动机的噪音有点大
appleqpp|比亚迪论坛|169|差评|在50-100的加速很慢。
fzp0713|比亚迪论坛|542|中评|油耗不太怎么会算，大概是7.5个左右吧！一般是加200元的油，能跑600多公里吧！
fzp0713|比亚迪论坛|530|中评|今天首保完，发现车子在行驶过程中，遇到不平的路面，副驾驶一侧的门有异响，自己分析可能是关门的时候太用力，把车门内的东西给震掉了
jeek6|比亚迪论坛|434|好评|认为车辆的发动机不错
jeek6|比亚迪论坛|433|好评|动力性、操控性非常好
jeek6|比亚迪论坛|444|好评|配置也不错
棕头鹦鹉|比亚迪论坛|784|差评|现在觉得行程长并且弹力不均匀，抬离合的时候，刚开始比较轻，一下子重了起来。
安琪雪儿kitty|比亚迪论坛|883|差评|开了大半个月了,油耗挺高的,现跑了1620公里,加了750元的97号油,油耗有10个哦(还没上过高速).
安琪雪儿kitty|比亚迪论坛|889|差评|刚买回来就换了后车箱灯(不亮了)前排阅读灯(用了一次就坏了),CD机(碟放进去就出不来了,出来后就再放不出声了)哎.!!!!
安琪雪儿kitty|比亚迪论坛|890|差评|现在CD机不是很好用,有时有沙沙的声音,不知是机的问题,还是喇叭的问题.
安琪雪儿kitty|比亚迪论坛|889|差评|车的隔音不是很好,跑起速度来车内的回音很大
安琪雪儿kitty|比亚迪论坛|875|差评|门也不好关,没有回力的,要稍大力才关的上.
yuren5883|比亚迪论坛|8445|中评|总体还可以，400元共跑了764公里，93#油价为5.10元，百公里油耗约10.25升，市区约走了100公里。其余是省道，国道。
yuren5883|比亚迪论坛|8432|差评|在650公里左右离合器忽然变重，主要表现为离合器弹性加大，在半联动无法用脚跟快速抬起离合器，必须把脚全部后退，比较吃力。。。。
基诺切|比亚迪论坛|621|好评|已经开了2000公里，没有别人说的哪些毛病
随风1409|比亚迪论坛|711|好评|这车空间大
随风1409|比亚迪论坛|709|好评|电子功能全（自开启大灯，20Km/H自动落锁等）
随风1409|比亚迪论坛|725|好评|195宽胎，驾驶平稳
随风1409|比亚迪论坛|729|好评|油耗比我想象中的理想，提完车我加了整整50升油，到目前为止全部城市道路驾驶，四环行使占50%，截止到今天已经跑了562公里，箱内剩油约1/4，这样毛算油耗为6.67L/100Km
随风1409|比亚迪论坛|717|中评|整体外观还可以，但是前大灯与前杠之间的缝隙比较大，我挑了三辆都是这样，看来工艺还需要改进
随风1409|比亚迪论坛|723|差评|操作台上的空调出风口做工还是差一些，特别是我的左侧出风口，有明显的松动
随风1409|比亚迪论坛|712|差评|关门时需要使点力气，否则关不上，仪表盘上的指示灯长亮，特别是我的右后门，如果没关好从里面还打不开，必须下车去重新打开关上，这是我最不满意的地方，节后到4S店去调整一下
随风1409|比亚迪论坛|717|差评|三档时，从1500转到2000转加速时，车有抖动，感觉像发动机没劲一样
随风1409|比亚迪论坛|728|中评|挂四档时有些涩，可能是新车的缘故吧
tianjun1202|比亚迪论坛|460|差评|我是在去年10月6号买的比亚迪F3手豪,开了1个多月还没有什么异常现象.等到快12月份天气变凉了.早晨一启动车就有一种刺耳的声音.但是过1-2分钟这种声音就消失了!开到3个月才不到2000公里去做了首保,维修人员给我调了调皮带检测说是皮带过紧.可是回到家还是没有什么改进
xuser927374|比亚迪论坛|3185|好评|国产车做工都差不多，在此前提下，觉得F3最好看，外观加分，呵呵。
xuser927374|比亚迪论坛|3182|好评|油耗比较理想
hyalite|比亚迪论坛|645|中评|油耗4000KM以后一直是7.5~7.8,不知道是不是我起步急的习惯用问题,火花塞会不会积炭,以前还经常开过7.5以下
hyalite|比亚迪论坛|631|差评|路燥太大,越来越想做隔音
xhw123|比亚迪论坛|217|差评|我的车在向左转弯时,要是把打大了就会发出咚咚的响,好象是轮子响,或底盘响,我很害怕。
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£º·Æ²Ë|±ÈÑÇµÏÂÛÌ³|363|好评|F3R»îÁ¦ÐÍ£¬×ÜÊÇ¾õµÃÉ²³µÐÐ³ÌÌ«³¤µ«Á¦¶È½Ï²î£¬ÐèÒªÃÍ²È
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºspeeker1|±ÈÑÇµÏÂÛÌ³|5284|好评|ÓÍÃÅ·´Ó¦·Ç³£µÄÁéÃô,µ±ÐèÒª°ÚÍÑÓµ¼·µÄ³µÁ÷Ê±,Ö»ÒªÇáÇáÒ»²È,ÅìÅÈµÄ¶¯Á¦ÂíÉÏ¾Í±¬·¢³öÀ´,ºÜÇáËÉµÄ¾ÍÄÜË¦¿ªºóÃæµÄ´ó²¿¶Ó
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºspeeker1|±ÈÑÇµÏÂÛÌ³|5291|好评|×ªÏòÁé»î,»»µÀ¡¢±ÜÈÃ³µÁ¾ÐÐÈË,¸Ð¾õ·Ç³£µÄË³³©.É²³µµ÷½ÌµÄÈíÓ²ºÏÊÊ,·´Ó¦Ñ¸ËÙ,²¢ÇÒÁ¦¶ÈÒ²ÊÇ½¥½øµÄ¸Ð¾õ.ÎÒÅóÓÑÊÔÁËÎÒµÄÐ¡ÈýµÄÉ²³µ,ÆÀ¼ÛÊÇÈç¹ûËûµÄPOLOÓÐÕâÑùµÄÐÔÄÜ,ËûÒ²²»ÖÁÓÚ×·Î².µ×ÅÌµÄÎÈ¶¨ÐÔ,»¹ÊÇ×î¿ªÐÄµÄ,²»ÂÛ¸ßËÙµÍËÙ,¶¼¸Ð¾õ·Ç³£µÄÎÈ,³äÂúÁË°²È«¸Ð.
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºspeeker1|±ÈÑÇµÏÂÛÌ³|5277|好评|ÖÁÓÚÔø¾­¹ËÂÇµÄÐ¡Ã«²¡,µ½Ä¿Ç°¾ÍÓÐÒ»µã£¬ºÃÏñÊÇ×óÇ°ÃÅÔÚ×ß²»Æ½µÄÂ·ÃæÊ±£¬ÓÐ“Ö¨Ö¨”Éù
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºspeeker1|±ÈÑÇµÏÂÛÌ³|5278|好评|Ð¡ÈýµÄÓÍºÄÎÒÏêÏ¸Í³¼Æ¹ý,Æ½¾ùµÄ×ÛºÏÓÍºÄÔÚ6.8¸ö,µ«ÊÇÔÚ¸ßËÙÂ·ÉÏÔÈËÙ90.ºÄÓÍÄÜ´ïµ½5.6¸ö£¬ÕâÒ»µã³öºõÎÒµÄÒâÁÏ£¡
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºspeeker1|±ÈÑÇµÏÂÛÌ³|5285|好评|³µºÜÆ¯ÁÁ£¬ÖÁÉÙÎÒÊÇÕâ¸ö¸Ð¾õ¡£µ½ÏÖÔÚ¿ìËÄ¸öÔÂÁË£¬¿´×ÅÐ¡Èý»¹ÊÇºÜÓÐ¼¤Çé
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºshenzhenlnc|±ÈÑÇµÏÂÛÌ³|301|好评|¸Ð¾õ°×½ð°æµÄ¶¯Á¦·Ç³£²»´í£¬ÇáÇá¼ÓÓÍ¾ÍÓÐÍÆ±³¸Ð¡£¼Ó¼õµµ·Ç³£Ë³³©
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºshenzhenlnc|±ÈÑÇµÏÂÛÌ³|315|好评|»»µµÊÇÍêÈ«Ã»ÓÐ×è°­µÄ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºshenzhenlnc|±ÈÑÇµÏÂÛÌ³|310|好评|¶ÔÓÚ°×½ð°æµÄÓÍÀëÅäºÏ¸Ð¾õ±È½ÏÄÑÕÆÎÕ¡£ÀëºÏÐÐ³Ì±È½Ï³¤£¬Òª²ÈºÜÉî²Åµ½µ×
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÐÅÌìûl|±ÈÑÇµÏÂÛÌ³|1629|好评|µÚÒ»ÏäÓÍµÄÓÍºÄ³öÀ´ÁË£¬´óÖÂÊÇ10¸ö¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºÐÅÌìûl|±ÈÑÇµÏÂÛÌ³|1630|好评|Ç°´ó°ëÏä¹ÀËãÔÚ12¸ö×óÓÒ£¬ÄÇÊ±ºò´ó¶àÊýÊÇÔÚÐÂÇøÁ·³µ£¬´ó¶àÊýÊÇÔÚÇ°3µµ£¬×î½üÈýÌì²Åµ½ÊÐÄÚÅÜ4¡¢5µµ£¬Ó¦¸ÃÊÇ8¸öÓÍµÄÑù×Ó£¬¸ÄÁ¼Ò»ÏÂ¼ÝÊ»Ï°¹ß»¹ÊÇÓÐÏ£ÍûÔÙÏÂ½µÒ»µãµÄ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºluckyltt|±ÈÑÇµÏÂÛÌ³|3051|好评|ÎÒÊÇ07Äê10ÔÂ2ºÅÌáµÄ³µ£¬ÐÂ³µ¸Ð¾õÃ»Ê²Ã´´óÃ«²¡£¬Ò²ÐíÊÇÐË·ÜÃ»Ì«×¢ÒâµÄÔµ¹Ê¡£µÚ¶þÌì£¬·¢ÏÖºó²£Á§±¬ÁË£¬ÓÚÊÇÁªÏµ4Sµê£¬Í¬Òâ¸ü»»ÐÂµÄ¡£»³ÒÉÊÇÌùÄ¤Ê±´µ±¬µÄ¡£¡¡¡¡2000¶àÊ±£¬·¢ÏÖÌì´°ÉÏµÄÒ»¸öÐ¡Ïð½ºµæ×ÓÆÆÁÑ¡¢ÊÖÉ²±ßÉÏµÄËÜÁÏÊÎ°åÓÐ´ó·ìÏ¶¡¢Ë¾»úµÄÖâ²¿´¢ÎïºÐ¿¨¿ÛÉÙÁËÒ»¸öÖá¡£ÕâÐ©´ó¸Å¶¼ÊÇÐÂ³µÊÇ¾ÍÓÐµÄÃ«²¡£¬µ±Ê±Ã»¿´³öÀ´¡£ÓÚÊÇÒªÇóËùÅâ£¬4Sµê¸ø»»ÁËÕû¸öÌì´°£»ËÜÁÏÊÎ°åÖØÐÂ×°ÁËÒ»ÏÂºóÀ´»¹ÊÇÁÑ¿ªÁË£»´¢ÎïºÐµÄÖáÖ±½ÓÉÏÁË¸ö×Ô¹¥ÂÝ¶¤¡£Ë³±ã×öÁËÊ×±££¬Í¬Ê±·¢ÏÖË®Ïä¹ÜÉøË®£¬½ôÁËÁ½È¦ÂÁ¿¨×Ó¡£ºóÀ´·¢ÏÖ£¬³µÄÚ´ó²¿·ÖËÜÁÏÊÎ°å¶¼ºÜËÉ¶¯£¬ºó³µÉíµÄ´ó¿éÊÎ°åÉÏ¶¼ÓÐÕÛËðºÍ¸Ä×¶µÄÇÁºÛ£¬»³ÒÉÊÇÐÞÀíÌì´°ÊÇ¹¤ÈË²ðÐ¶ºÍ°²×°Ôì³ÉµÄ¡£¸ü¹ý·ÖµÄÊÇÁ½¸öÕÚÑô°åËÉ¶¯µ½£¬ÓÃÒ»Ö»ÊÖ¾Í¿ÉÒÔÇáËÉÈ¡ÏÂµÄµØ²½¡£·¢ÏÖ£¬Ô­À´¶¨Î»µÄÈý¸öËÜÁÏ×¦×Ó¶ÏÁËÁ½¸ö¡£·¢ÏÖµÄÊ±ºò³¬ÁËË÷ÅâµÄÌõ¼þ£¬×Ô¼ºÓÃÈÈÈÚ½ºÕ³ÉÏÁË¡£¡¡¡¡3000¶à¹«ÀïÊ±£¬·¢ÏÖÀäÈ´ÏäË®¹ÜÒÀÈ»ÉøÂ©£¬Í¬Ê±·¢ÏÖ·¢¶¯»úÉÏÓÐÓÍÎÛ£¬ÒÔÎªÊÇÊ×±£ÊÇ»»»úÓÍ¸ãÉÏµÄ£¬Ã»¼Ó×¢Òâ¡£¡¡¡¡5000¶à¹«ÀïÊ±£¬ÓÒºóÑïÉùÆ÷ÓÐÔÓÒô£¬×ó´óµÆÀïµÄÐ¡µÆ»µÁË¡£µ½¸½½üµÄ4SµãË÷Åâ£¬»»ÁËÐÂµÄÑïÉùÆ÷ºÍÐ¡µÆÅÝ¡£µÆÅÝ³¬±££¬Áí¸¶1.8Ôª¡£ÀäÈ´ÏäË®¹ÜÔÙ´Î½ôÁ½È¦¡£»ØÀ´µÄÂ·ÉÏÔÚ¼ÓÓÍÕ¾ÂòÁËÖÐÊ¯ÓÍµÄ·À¶³Òº²¹ÁË1Éý¡£    5485¹«ÀïÊ±£¬ÔçÉÏÈÈ³µÊ±¼ì²é·¢¶¯»ú£¬·¢ÏÖÀäÈ´ÒºÉøÂ©¡¢·¢¶¯»úÉøÓÍÃ÷ÏÔ¡£²ðÏÂ·¢¶¯»ú»¤¸Ç£¬·¢ÏÖÓÍ·â´¦ÉøÓÍ¡£¼ì²é»úÓÍ³ß£¬²»¿÷¡£×¼±¸ÂíÉÏÈ¥4Sµê¼ìÐÞ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1776|好评|Ð¡Èý¿ªÁË2ÖÜÁË£¬¹²ÐÐÊ»600¹«Àï£¬ËãÁËÒ»ÏÂÓÍºÄÆ½¾ùÔÚ8¸öÒÔÏÂ£¬Ä¥ºÏÆÚÒÑ¾­ºÜºÃÁË£¬Ï£ÍûÄ¥ºÏÆÚºóÄÜ½µµ½7¸öÒÔÏÂ£¬Å¬Á¦ÖÐ£¬ÓÐÏ£Íû¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1780|好评|ÐÎÏó²»´í£¬Íâ¹ÛÏñÊ®¼¸ÍòµÄ³µ£¬¼ÈÕÕ¹ËÁËÃæ×Ó£¬ÓÖÕÕ¹Ëµ½ÁËÆ±×Ó¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1781|好评|¶øÇÒ¿Õ¼ä×ã¹»£¬ÓÈÆäºóÅÅ£¬175¹«·ÖµÄ³ÉÄêÈË×ø3¸ö²»¾õµÃ¼·£¬ºó±¸Ïä¿Õ¼ä¹»´ó£¬·ÅÉ¶¶¼ÐÐ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1781|好评|ÄÚÊÎ²»´í£¬³ýÁË·ÂÌÒÄ¾µÄÖÐ¿Ø¸Ð¾õ²»ÐÐ£¬ÆäËûÈçÕæÆ¤×ùÒÎ£¬Ìì´°£¬µ¹³µÀ×´ï£¬mp3Ö§³ÖµÈµÈ£¬¶¼ÊÇÍ¬¼¶±ðÎÞ·¨±ÈÄâµÄ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1781|好评|²Ù¿ØÁ¼ºÃ£¬ÓÍÀë½ÏÇá¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1788|好评|ÓÍºÄÀíÏë£¬ÊÇÉÏÏÂ°à´ú²½ºÍ¼ÒÓÃµÄÀíÏëÑ¡Ôñ¡£
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1783|好评|Ðü¹Ò±È½ÏÓ²£¬Ó°ÏìÊæÊÊ¶È
À´×ÔÓÚ£º±ÈÑÇµÏÂÛÌ³ ×÷Õß£ºyinzf_007|±ÈÑÇµÏÂÛÌ³|1772|好评|³µÉí½Ïµ¥±¡£¬ÆáÃæ¸Ð¾õ²»¹»Ó²ÀÊ¡£
yinzf_007|比亚迪论坛|1775|中评|刹车偏软，3档比较难挂，2上3较好，4退3有点难，可能是本人技术问题吧。
yinzf_007|比亚迪论坛|1790|中评|门比较难关，但主要是别人不会关，本人关门轻轻一推就行，不能用力甩门，会影响车门的。有一次我一同学用力甩门，把后来加装的防擦条给震下来了，我心痛的阿！
woshitianmo|比亚迪论坛|1223|差评|第一箱油约12，第二箱油11多点，现走了1740公里，10升左右100公里。打电话到4S店询问油耗怎么这么高，回答说：驾驶习惯有问题。我13年老司机，开别得车油耗都不高，看来是买了台最高油耗得F3，郁闷！！！
乖乖熊2007|比亚迪论坛|397|好评|启动发动机，首先给我们的感觉就是F3-R没有国产自主品牌车型那种松散的感觉，发动机怠速比较稳定。
乖乖熊2007|比亚迪论坛|395|好评|起步之后，发动机动力输出立刻就到了一个峰值，离合器的脚感不错，弹性非常好，绝对没有一丝的拖泥带水，这点让我们很是意外，国产车离合器的黏糊弊病在F3-R身上完全没有遗传。
乖乖熊2007|比亚迪论坛|412|差评|同时，我们也感觉到了F3-R的油门略微有些生涩，在踩上去的初段有些卡住的感觉，继续深踩就没有问题了，这个感觉不是很好，同时也增加了油离配合的难度，车子开起来一窜一窜的。
royal56|比亚迪论坛|1098|中评|离合、刹车、油门，都很轻，但是很高，起步的时候还是很顺畅的
royal56|比亚迪论坛|1111|好评|但是在高速上挂上5档后，油门轻轻踩一点，转速在2700转左右的时候，车速已经攀升至100KM/H，甚是惊奇。而且感觉油门还有很大的空间能够实现强劲的动力。
royal56|比亚迪论坛|1113|差评|特别指出的是油门，油门高，使得长时间行车时，右脚感觉很累。也可能我开车的习惯有问题。
royal56|比亚迪论坛|1095|好评|风噪并没有想象中那么大，发动机的声音也几乎听不到
royal56|比亚迪论坛|1105|好评|坐在这辆车子里面，感觉7W的车子做的很是够用，真皮坐椅，电动天窗，倒车雷达
royal56|比亚迪论坛|1095|中评|控制台的料子不敢恭维，但是感觉做工比天语SX4的做工要好很多。
royal56|比亚迪论坛|1101|差评|高速行车时，方向盘的表现出现了问题。在直行时，方向不正，有些偏左；助力器表现还可以，方向很轻便，但是在过了弯道后，方向不能回正，必须手动校正。
开心果6115|比亚迪论坛|100|差评|我的小三大灯有点散,去4S店,说不能调,
傻大个儿|比亚迪论坛|177|好评|目前还没有出现其他问题。
萝卜gan|比亚迪论坛|589|差评|提车的时候后备箱打不开
萝卜gan|比亚迪论坛|602|差评|中网标志是斜的
萝卜gan|比亚迪论坛|600|差评|发动机盖左右严重的不对称
萝卜gan|比亚迪论坛|601|差评|音响主机换过2个
萝卜gan|比亚迪论坛|599|差评|后备箱支撑竿换过1个
萝卜gan|比亚迪论坛|584|差评|排气管后段换了一个 
萝卜gan|比亚迪论坛|600|差评|玻璃升降器共计换了11个，目前前面两个又出现问题了
